mmitzrach,mitzbsisi,mishkal,retention,ahuz,mida,kamut,is_visible
1206,1211,750,2402,,,,1
1206,4497,4,,,,,1
1207,1211,750,2402,,,,1
1207,3626,256,3456,,,,1
1207,3820,234,3456,,,,1
1207,4449,31,,3,,1,1
1207,4497,7,,,,,1
1207,4949,100,,,,,1
1209,1220,750,2309,,,,1
1209,3143,30,270,,,,1
1209,4443,54,,8,,1,1
1209,4497,3,,,,,1
1209,8251,100,,,700,1,1
1210,1211,750,2309,,,,1
1210,4446,6,,1,,1,1
1210,4497,5,,,,,1
1210,4949,100,,,,,1
1212,1211,750,2309,,,,1
1212,4449,5,,1,,1,1
1212,4497,4,,,,,1
1215,1211,750,2301,,,,1
1215,3143,30,270,,,,1
1215,4449,6,,1,,1,1
1215,4497,5,,,400,1,1
1216,1211,750,2310,,,,1
1216,1910,50,305,,,,1
1216,4449,49,,8,,1,1
1216,4497,4,,,,,1
1217,1211,750,2310,,,,1
1217,1561,114,103,,,,1
1217,1910,50,305,,,,1
1217,1986,50,,,,,1
1217,4449,59,,8,,1,1
1217,4497,5,,,,,1
1219,1211,750,2301,,,,1
1219,3143,30,270,,300,2,1
1219,4443,6,,1,,,1
1219,4497,5,,,400,1,1
1221,1211,750,2302,,,,1
1221,3143,30,270,,300,2,1
1221,4446,6,,1,300,2,1
1221,4497,5,,,400,1,1
1245,3143,30,270,,,,1
1245,4449,17,,3,,1,1
1245,4497,3,,,,,1
1245,10118,750,2301,,,,1
1246,1561,57,103,,,,1
1246,1910,50,,,,,1
1246,4497,5,,,,,1
1246,10118,750,2310,,,,1
1248,4449,5,,1,,1,1
1248,4497,4,,,,,1
1248,10118,750,2310,,,,1
1249,1561,57,103,,,,1
1249,1986,50,,,,,1
1249,4446,50,,8,700,1,1
1249,4497,4,,,,,1
1249,10118,750,2310,,,,1
1250,1910,50,305,,,,1
1250,4446,47,,8,,,1
1250,4497,5,,,,,1
1250,10118,750,2310,,,,1
1252,3143,30,270,,,,1
1252,3663,320,3751,,,,1
1252,3716,50,,,,,1
1252,3798,12,3456,,,,1
1252,4449,45,,,,,1
1252,4497,6,,,,,1
1252,4949,400,,,,,1
1252,10118,750,2402,,,,1
1254,1255,600,2310,,,,1
1254,1910,50,,,,,1
1254,4497,3,,,,,1
1256,1255,600,2309,,,,1
1256,4446,4,,1,700,1,1
1256,4497,2.5,,,400,0.5,1
1257,1255,600,2309,,,,1
1257,4449,4,,1,,1,1
1257,4497,2.5,,,400,0.5,1
1260,1259,750,2301,,,,1
1260,3143,30,270,,,,1
1260,4449,30,,,,,1
1260,4497,4,,,,,1
1264,1271,750,2401,,,,1
1264,4497,4,,,,,1
1265,1271,750,2310,,,,1
1265,1561,114,103,,,,1
1265,1910,36,305,,,,1
1265,1986,50,,,,,1
1265,4497,5,,,,,1
1266,1271,1200,2402,,,,1
1266,1881,25,,,,,1
1266,3143,44,270,,,,1
1266,3798,12,3456,,,,1
1266,3820,480,3456,,,,1
1266,3835,76,3776,,,,1
1266,4949,300,,,,,1
1268,1271,750,2402,,,,1
1268,3716,100,,,,,1
1268,3785,10,3006,,,,1
1268,3820,117,3456,,,,1
1268,3823,10,3006,,,,1
1268,4446,45,,,700,1,1
1268,4497,6,,,,,1
1268,4949,500,,,,,1
1272,1271,750,2302,,,,1
1272,3143,10,270,,,,1
1272,3663,320,3751,,,,1
1272,3798,6,3451,,,,1
1272,3820,117,3451,,,,1
1272,3837,110,3776,,,,1
1272,3839,110,3776,,,,1
1272,4449,45,,,,,1
1272,4497,6,,,,,1
1276,1271,750,2301,,,,1
1276,3143,30,270,,,,1
1276,4449,30,,,,,1
1276,4497,3,,,,,1
1278,1271,500,2310,,,,1
1278,1561,57,103,,,,1
1278,1986,45,305,,,,1
1278,3823,10,3004,,,,1
1278,4446,39,,8,700,1,1
1278,4497,3,,,,,1
1280,1271,750,103,,,,1
1280,1561,114,305,,,,1
1280,1910,36,,,,,1
1280,1986,50,,,,,1
1280,4451,55,,8,,1,1
1280,4497,5,,,,,1
1281,1271,750,2310,,,,1
1281,1561,114,103,,,,1
1281,1910,36,305,,,,1
1281,1986,50,,,,,1
1281,4446,55,,8,,1,1
1281,4497,5,,,,,1
1282,1271,750,2310,,,,1
1282,1561,114,103,,,,1
1282,1910,36,305,,,,1
1282,1986,50,,,,,1
1282,4449,55,,8,,1,1
1282,4497,5,,,,,1
1283,1271,750,2402,,,,1
1283,1910,12,305,,,,1
1283,3626,128,3456,,,,1
1283,3663,160,3751,,,,1
1283,3716,50,,,,,1
1283,3778,50,3456,,,,1
1283,3798,9,3456,,,,1
1283,3820,117,3456,,,,1
1283,3837,110,3774,,,,1
1283,4449,45,,,,,1
1283,4497,7,,,,,1
1283,4500,5,,,,,1
1284,1271,500,2310,,,,1
1284,1561,57,103,,,,1
1284,1986,45,305,,,,1
1284,3823,10,3004,,,,1
1284,4449,39,,8,,1,1
1284,4497,3,,,,,1
1294,1292,750,2309,,,,1
1294,4497,4,,,,,1
1295,1292,750,2301,,,,1
1295,3143,30,270,,,,1
1295,4449,6,,1,,,1
1295,4497,3,,,,,1
1298,1297,750,2451,,,,1
1298,4497,4,,,,,1
1300,1297,750,2302,,,,1
1300,3143,30,270,,,,1
1300,4446,18,,3,700,1,1
1300,4497,4,,,,,1
1301,1297,750,2451,,,,1
1301,3143,30,270,,,,1
1301,4449,18,,3,,1,1
1301,4497,3,,,,,1
1303,1297,750,3451,,,,1
1303,3143,30,270,,,,1
1303,4443,18,,3,700,1,1
1303,4497,3,,,,,1
1309,1134,200,2552,,700,1,1
1309,3449,135,3309,,,,1
1309,3626,114,3456,,,,1
1309,3663,320,3751,,103,2,1
1309,3782,84,3006,,1201,4,1
1309,3798,6,3456,,1205,2,1
1309,3820,117,3456,,,,1
1309,3827,30,3006,,207,0.5,1
1309,3829,6,3006,,300,0.5,1
1309,4443,30,,,700,1,1
1309,4497,10,,,,,1
1309,4949,1000,,,,,1
1309,8251,45,,,700,1,1
1309,8517,200,2552,,,1,1
1312,269,250,,,700,1,1
1312,1311,200,,,,,1
1312,1555,9,,,,,1
1312,3143,22,,,,,1
1312,4497,2,,,,,1
1312,4949,100,,,,,1
1313,1297,750,2301,,,,1
1313,4449,18,,3,,1,1
1313,4497,4,,,,,1
1317,1315,600,2310,,,,1
1317,1910,40,,,,,1
1317,4443,41,,8,,,1
1317,4497,2,,,,,1
1328,1326,750,2301,,,,1
1328,3143,30,270,,,,1
1328,4449,18,,3,,1,1
1328,4497,3,,,,,1
1330,1326,750,2301,,,,1
1330,3143,30,270,,,,1
1330,4446,45,,,700,1,1
1330,4497,4,,,,,1
1331,1326,750,2309,,,,1
1331,1910,125,,,200,1,1
1331,4497,4,,,,,1
1334,3143,30,270,,,,1
1334,4449,18,,3,,1,1
1334,4497,3,,,,,1
1334,10122,750,2301,,,,1
1340,1344,750,2301,,,,1
1340,3143,30,270,,,,1
1340,4497,3,,,,,1
1341,1347,750,,,,,1
1341,1910,12,305,,,,1
1341,3626,100,3460,,,,1
1341,3663,500,3751,,,,1
1341,3716,30,,,,,1
1341,3778,25,3460,,,,1
1341,3798,10,3460,,,,1
1341,3820,117,3460,,,,1
1341,3837,110,3776,,,,1
1341,4449,45,,,,,1
1341,4497,9,,,,,1
1341,4500,5,,,,,1
1341,4949,200,,,,,1
1343,1360,260,2301,,,,1
1343,1561,114,103,,,,1
1343,1986,50,305,,,,1
1343,3820,117,3460,,,,1
1343,3823,20,3001,,,,1
1343,4449,36,,8,,1,1
1343,4497,3,,,,,1
1359,1358,260,,,,,1
1359,1555,8,,,,,1
1359,1564,114,,,,,1
1359,4449,10,,,,,1
1359,4466,16,,,700,1,1
1359,4473,16,,,,,1
1359,4497,2,,,,,1
1374,268,250,2151,,,,1
1374,1373,300,,,,,1
1374,3798,9,3456,,,,1
1374,4273,14,,,,,1
1374,4388,50,,,,,1
1374,4497,3,,,,,1
1378,929,250,856,,,,1
1378,1561,57,105,,,,1
1378,1986,50,305,,700,1,1
1378,3820,117,3460,,103,1,1
1378,3827,10,3015,,700,1,1
1378,4497,4,,,700,1,1
1378,8803,250,856,,700,1,1
1378,9155,350,,,700,1,1
1382,929,225,856,,,,1
1382,941,225,1852,,700,1,1
1382,1561,57,105,,,,1
1382,1986,50,305,,700,1,1
1382,3820,117,3456,,103,1,1
1382,3823,10,3001,,700,1,1
1382,4497,4,,,,,1
1382,9155,350,,,700,1,1
1384,929,250,856,,,,1
1384,1561,57,101,,,,1
1384,1986,50,305,,700,1,1
1384,3820,117,3451,,103,1,1
1384,3827,10,3001,,700,1,1
1384,4497,4,,,,,1
1384,8803,250,856,,700,1,1
1385,929,225,803,,,,1
1385,1561,57,103,,,,1
1385,1986,50,305,,700,1,1
1385,3820,117,3456,,103,1,1
1385,3827,10,3015,,700,1,1
1385,4497,4,,,,,1
1385,8803,225,751,,700,1,1
1390,796,1000,803,,,,1
1390,3820,175,3451,,,,1
1390,4449,31,,3,,1,1
1390,4497,6,,,,,1
1391,796,1000,803,,,,1
1391,4449,26,,3,,1,1
1391,4497,5,,,,,1
1393,3663,230,3751,,,,1
1393,4237,52,,,,,1
1393,4497,4,,,,,1
1393,8803,500,803,,700,1,1
1394,839,1000,,,,,1
1394,3671,100,,,,,1
1394,3672,100,,,,,1
1394,4033,170,,,,,1
1394,4232,39,,,,,1
1394,4497,7,,,,,1
1395,839,1000,,,,,1
1395,4497,5,,,,,1
1395,4544,26,,,,,1
1395,8251,150,,,700,1,1
1398,881,1200,,,,,1
1398,1564,570,,,,,1
1398,3143,44,270,,,,1
1398,3820,360,3456,,,,1
1398,4446,90,,,700,1,1
1398,4497,12,,,,,1
1398,4949,500,,,,,1
1398,8251,100,,,700,1,1
1399,3700,50,,,,,1
1399,3820,234,3460,,,,1
1399,3839,27,3771,,,,1
1399,4449,20,,,,,1
1399,4497,4,,,,,1
1399,8803,500,856,,700,1,1
1400,878,400,,,,,1
1400,2730,250,432,,,,1
1400,3785,10,3006,,,,1
1400,3825,10,3006,,,,1
1400,4449,30,,,,,1
1400,4497,3,,,,,1
1400,4949,500,,,,,1
1401,839,750,803,,,,1
1401,3626,192,3456,,,,1
1401,3767,260,3776,,,,1
1401,3778,100,3776,,,,1
1401,4446,30,,,,,1
1401,4497,7,,,,,1
1405,1476,225,751,,,1,1
1405,1561,57,103,,,,1
1405,1986,50,305,,700,1,1
1405,3449,210,3315,,,,1
1405,3820,117,3460,,,,1
1405,3823,10,3015,,,,1
1405,4497,4,,,,,1
1405,8504,225,751,,700,1,1
1407,946,250,1805,,700,1,1
1407,1561,57,103,,103,1,1
1407,1986,50,305,,700,1,1
1407,3820,117,3451,,103,1,1
1407,3823,10,3001,,700,1,1
1407,4497,4,,,,,1
1407,8504,250,601,,700,1,1
1411,1476,225,750,,,,1
1411,1561,57,101,,,,1
1411,1986,50,305,,700,1,1
1411,3459,700,3379,,,,1
1411,3820,117,3465,,103,1,1
1411,3827,10,3015,,700,1,1
1411,4497,4,,,,,1
1411,8504,225,750,,700,1,1
1413,1476,225,750,,700,1,1
1413,1561,57,101,,,,1
1413,1986,50,305,,700,1,1
1413,3820,117,3451,,103,1,1
1413,3827,10,3015,,700,1,1
1413,4497,4,,,,,1
1413,8504,225,749,,700,1,1
1414,1476,225,749,,700,1,1
1414,1561,57,103,,,,1
1414,1986,50,305,,700,1,1
1414,3820,117,3460,,103,1,1
1414,3827,10,3015,,700,1,1
1414,4497,4,,,,,1
1414,8504,225,749,,700,1,1
1419,637,750,601,,,,1
1419,2730,180,432,,,,1
1419,3663,320,3751,,,,1
1419,3820,117,3456,,,,1
1419,3839,110,3776,,,,1
1419,4449,30,,,,,1
1419,4497,10,,,,,1
1419,4949,360,,,,,1
1425,729,750,,,,,1
1425,837,700,,,,,1
1425,1847,68,2203,,,,1
1425,1946,1032,,,,,1
1425,3983,10,,,,,1
1425,4009,322,,,,,1
1425,4443,95,,,,,1
1430,1030,500,1851,,,,1
1430,3820,117,3465,,103,1,1
1430,3823,10,3001,,,,1
1430,4497,2,,,,,1
1431,929,250,803,,,,1
1431,946,250,1805,,700,1,1
1431,1561,57,103,,,,1
1431,1986,50,305,,,,1
1431,3820,117,3456,,103,1,1
1431,3823,10,3001,,700,1,1
1431,4497,4,,,,,1
1434,946,225,1805,,,,1
1434,1028,225,1805,,700,1,1
1434,1561,57,103,,,,1
1434,1986,50,305,,700,1,1
1434,3449,135,3309,,,,1
1434,3820,117,3456,,103,1,1
1434,3823,10,3018,,700,1,1
1434,4446,57,,8,,1,1
1434,4497,4,,,,,1
1435,946,250,1852,,700,1,1
1435,1028,250,1852,,700,1,1
1435,1561,57,105,,,,1
1435,1986,50,305,,700,1,1
1435,3820,117,3456,,103,1,1
1435,3827,10,3015,,700,1,1
1435,4497,4,,,,,1
1435,9155,350,,,700,1,1
1436,929,250,803,,,,1
1436,946,250,1852,,700,1,1
1436,1561,57,103,,,,1
1436,1986,50,305,,700,1,1
1436,3820,117,3456,,103,1,1
1436,3823,10,3006,,,,1
1436,4497,4,,,,,1
1438,946,250,1852,,700,1,1
1438,1028,250,1852,,,,1
1438,1561,57,105,,,,1
1438,1986,50,305,,700,1,1
1438,3820,117,3456,,,,1
1438,3827,10,3015,,700,1,1
1438,4497,4,,,,,1
1439,946,225,1851,,700,1,1
1439,1028,225,1851,,700,1,1
1439,1561,57,103,,,,1
1439,1986,50,305,,,,1
1439,3820,117,3460,,103,1,1
1439,3827,10,3015,,700,1,1
1439,4497,4,,,,,1
1442,858,750,803,,,,1
1442,3449,510,3309,,,,1
1442,3798,6,3456,,,,1
1442,3820,117,3456,,,,1
1442,4449,30,,,,,1
1442,4497,9,,,,,1
1442,4949,200,,,,,1
1451,946,500,1852,,,,1
1451,1847,45,2204,,,,1
1451,1910,12,305,,,,1
1451,2721,100,,,,,1
1451,4449,30,,,,,1
1451,4497,2.5,,,400,0.5,1
1452,946,750,1852,,700,1,1
1452,3626,192,3456,,,,1
1452,3798,6,3456,,,,1
1452,3820,117,3456,,,,1
1452,3849,276,3776,,,,1
1452,4449,30,,,,,1
1452,4497,7,,,,,1
1452,4949,50,,,,,1
1452,8251,50,,,700,1,1
1458,946,500,1851,,,,1
1458,1706,33,,,300,3,1
1458,2685,4,,,,,1
1458,3626,128,3465,,,,1
1458,3767,190,3785,,,,1
1458,3798,15,3465,,,,1
1458,3802,80,3015,,,,1
1458,3820,117,3465,,,,1
1458,3837,55,3785,,,,1
1458,3839,55,3785,,,,1
1458,4449,60,,,,,1
1458,4497,6,,,,,1
1459,1030,500,1852,,,,1
1459,1551,4,,,,,1
1459,1986,16,,,,,1
1459,3449,77,3309,,,,1
1459,3785,4,3006,,,,1
1459,3820,117,3456,,,,1
1459,3823,4,3006,,,,1
1459,4446,30,,,,,1
1459,4497,2.5,,,400,0.5,1
1459,4949,120,,,,,1
1460,843,750,852,,,,1
1460,2730,180,432,,700,180,1
1460,3626,320,3456,,,,1
1460,3820,117,3456,,,,1
1460,3839,120,3776,,,,1
1460,4023,200,,,,,1
1460,4497,7.5,,,400,1.5,1
1460,4949,400,,,,,1
1461,858,250,852,,,,1
1461,2730,180,432,,,,1
1461,3626,320,3456,,,,1
1461,3820,117,3456,,,,1
1461,4443,30,,,,,1
1461,4497,7,,,,,1
1461,4949,400,,,,,1
1461,8357,250,,,700,1,1
1461,8803,250,852,,700,1,1
1462,842,1500,,,,,1
1462,1564,570,,,,,1
1462,3143,44,270,,,,1
1462,3798,6,3456,,,,1
1462,3820,360,3456,,,,1
1462,3835,76,3776,,,,1
1462,4449,180,,,,,1
1462,4497,14,,,,,1
1462,4949,400,,,,,1
1463,807,500,,,,,1
1463,1551,20,,,,,1
1463,1561,171,101,,,,1
1463,1910,200,301,,,,1
1463,1912,2,,,400,0.5,1
1463,3812,145,3771,,,,1
1463,3820,117,3451,,,,1
1463,4446,109,,,200,0.5,1
1463,4497,7,,,,,1
1463,4949,60,,,,,1
1464,634,900,654,,,,1
1464,3449,200,3309,,,,1
1464,3663,200,3776,,,,1
1464,3716,25,,,,,1
1464,3798,20,3460,,,,1
1464,3820,25,3460,,,,1
1464,3837,150,3776,,,,1
1464,4449,25,,,,,1
1464,4497,8,,,,,1
1464,4949,200,,,,,1
1468,634,900,654,,,,1
1468,3449,200,3309,,,,1
1468,3663,200,3751,,,,1
1468,3716,25,,,,,1
1468,3798,20,3460,,,,1
1468,3820,25,3460,,,,1
1468,3837,150,3776,,,,1
1468,4443,25,,,,,1
1468,4497,8,,,,,1
1468,4949,200,,,,,1
1469,632,500,604,,,,1
1469,1706,11,,,300,1,1
1469,3565,6,3460,,,,1
1469,3626,192,3460,,,,1
1469,3812,250,3785,,,,1
1469,4448,5,,,,,1
1469,4449,40,,,,,1
1469,4497,6,,,,,1
1469,4500,5,,,,,1
1470,753,750,2004,,,,1
1470,3663,320,3751,,,,1
1470,3716,50,,,,,1
1470,3756,500,3776,,,,1
1470,3798,6,3456,,,,1
1470,3820,240,3456,,,,1
1470,4443,50,,,,,1
1470,4497,10,,,,,1
1470,4500,5,,,,,1
1470,4949,200,,,,,1
1471,626,1200,,,,,1
1471,3565,6,3456,,,,1
1471,3798,6,3456,,,,1
1471,3820,360,3456,,,,1
1471,4449,90,,,,,1
1471,4497,8,,,,,1
1471,4949,500,,,,,1
1471,8251,50,,,700,1,1
1472,626,500,654,,,,1
1472,1664,200,522,,,,1
1472,2046,700,,,,,1
1472,3798,6,3456,,,,1
1472,3820,240,3456,,,,1
1472,4449,90,,,,,1
1472,4497,8,,,,,1
1472,4949,500,,,,,1
1472,8251,100,,,700,1,1
1475,1476,250,749,,700,1,1
1475,1898,100,,,700,1,1
1475,1986,50,305,,700,1,1
1475,3143,44,270,,,,1
1475,3820,117,3451,,,,1
1475,3823,20,3001,,,,1
1475,4497,5,,,,,1
1475,4949,200,,,,,1
1475,8504,250,749,,700,1,1
1480,637,350,749,,,,1
1480,1847,25,2201,,,,1
1480,1910,240,301,,,,1
1480,3716,50,,,,,1
1480,3798,3,3460,,,,1
1480,3819,120,3001,,,,1
1480,3823,10,3001,,,,1
1480,4443,95,,,,,1
1480,4497,4,,,,,1
1480,4949,450,,,,,1
1481,895,400,,,,,1
1481,3983,15,,,,,1
1481,4443,20,,,700,1,1
1481,4497,5,,,,,1
1481,9767,560,,,700,1,1
1482,717,500,,,,,1
1482,3983,6,,,,,1
1482,4440,20,,,,,1
1482,4497,6,,,,,1
1482,4949,100,,,,,1
1482,9767,560,,,700,1,1
1483,1358,130,,,,,1
1483,1564,57,,,,,1
1483,3778,30,,,,,1
1483,3820,40,,,,,1
1483,3964,140,,,,,1
1483,4468,32,,,,,1
1483,4497,2,,,,,1
1484,1358,130,,,,,1
1484,3778,30,,,,,1
1484,3820,40,,,,,1
1484,4262,60,,,,,1
1484,4468,32,,,,,1
1484,4497,1,,,,,1
1486,1358,130,,,,,1
1486,3143,45,,,,,1
1486,3778,30,,,,,1
1486,3819,18,,,,,1
1486,4264,30,,,,,1
1486,4497,1,,,,,1
1488,1358,130,,,,,1
1488,1564,57,,,,,1
1488,3778,30,,,,,1
1488,3820,40,,,,,1
1488,4262,60,,,,,1
1488,4468,32,,,,,1
1488,4497,2,,,,,1
1489,1360,130,,,,,1
1489,3663,160,,,,,1
1489,3837,109,,,,,1
1489,4497,2,,,,,1
1509,1561,57,103,,,,1
1509,1986,50,305,,700,1,1
1509,3820,117,3460,,,,1
1509,3823,10,3001,,700,1,1
1509,4497,4,,,,,1
1509,8504,250,605,,700,1,1
1509,8803,250,803,,700,1,1
1514,1561,57,103,,,,1
1514,1986,50,305,,700,1,1
1514,3820,117,3460,,,,1
1514,3823,10,3001,,700,1,1
1514,4497,4,,,,,1
1514,8504,250,604,,700,1,1
1514,8803,250,803,,700,1,1
1514,9155,350,,,700,1,1
1521,620,250,,,,,1
1521,1549,30,,,,,1
1521,1607,200,522,,,,1
1521,3626,64,3456,,,,1
1521,3716,50,,,,,1
1521,3820,117,3456,,,,1
1521,4497,8,,,,,1
1521,4949,1000,,,,,1
1522,627,500,,,,,1
1522,3449,270,3309,,,,1
1522,3663,180,3751,,,,1
1522,3716,50,,,,,1
1522,3819,35,3776,,,,1
1522,4497,10,,,,,1
1522,4949,1000,,,,,1
1531,1530,1000,,,,,1
1531,3626,256,3456,,,,1
1531,3823,20,3006,,,,1
1531,3825,20,3006,,,,1
1531,4497,1,,,,,1
1533,1530,1000,,,,,1
1533,3449,540,3456,,,,1
1533,3820,234,3456,,,,1
1533,4497,4,,,,,1
1535,896,450,,,,,1
1535,1530,1000,,,,,1
1535,3626,192,3456,,,,1
1535,3820,234,3456,,,,1
1535,4497,9,,,,,1
1536,1530,1000,,,,,1
1536,4497,1,,,,,1
1536,8823,219,384,,200,1.5,1
1537,1549,10,,,,,1
1537,1561,57,105,,,,1
1537,2685,10,,,,,1
1537,3963,330,,,,,1
1537,4497,8,,,,,1
1537,4949,1000,,,,,1
1537,8803,350,856,,700,1,1
1538,793,450,856,,,,1
1538,3564,50,,,,,1
1538,3626,128,3456,,,,1
1538,3820,117,3456,,,,1
1538,4446,28,,,700,1,1
1538,4497,11,,,,,1
1538,4949,1200,,,,,1
1541,856,600,,,,,1
1541,1530,1000,,,,,1
1541,3449,270,3309,,,,1
1541,3663,320,3751,,,,1
1541,3820,117,3456,,,,1
1541,4497,7,,,,,1
1542,858,650,856,,,,1
1542,1530,1000,,,,,1
1542,3449,405,3309,,,,1
1542,3820,117,3456,,,,1
1542,3849,352,3775,,,,1
1542,4497,8,,,,,1
1544,861,250,856,,,,1
1544,898,250,856,,,,1
1544,1551,12,,,,,1
1544,1653,50,550,,,,1
1544,3449,340,3309,,,,1
1544,3564,100,,,,,1
1544,3626,248,3456,,,,1
1544,3716,200,,,,,1
1544,3848,290,3776,,,,1
1544,4449,40,,,,,1
1544,4497,3,,,,,1
1544,4949,600,,,,,1
1544,9437,250,3456,,700,1,1
1547,1021,300,1852,,,,1
1547,3626,192,3456,,,,1
1547,3820,117,3456,,,,1
1547,3823,20,3006,,,,1
1547,4497,7.300000190734863,,,,,1
1547,4949,800,,,,,1
1548,1100,400,,,,,1
1548,3449,405,3309,,,,1
1548,3820,117,3456,,,,1
1548,4497,12,,,,,1
1548,4949,1000,,,,,1
1560,1549,8,,,400,2,1
1560,3626,124,3456,,103,2,1
1560,3663,800,3751,,,,1
1560,3716,50,,,300,2,1
1560,3798,9,3460,,1205,3,1
1560,3820,117,3456,,103,1,1
1560,3956,40,,,700,2,1
1560,4443,40,,,300,4,1
1560,4497,7.5,,,400,1.5,1
1560,4500,6,,,402,1,1
1560,4949,240,,,200,1,1
1560,8504,500,754,,700,1,1
1567,1561,285,103,,,,1
1567,4449,12,,5,,1,1
1567,4497,2.5,,,400,0.5,1
1568,1561,285,103,,,,1
1568,4397,12,,5,,1,1
1568,4497,1,,,,,1
1569,1561,285,103,,,,1
1569,4451,12,,5,,1,1
1569,4497,2.5,,,400,0.5,1
1570,1561,285,103,,,,1
1570,4443,12,,5,,1,1
1570,4497,2.5,,,400,0.5,1
1571,1561,285,103,,,,1
1571,4440,12.60000038146973,,,700,12.60000038146973,1
1571,4497,2.5,,,400,0.5,1
1572,1561,290,103,,104,5,1
1572,4446,12,,5,,1,1
1572,4497,2.5,,,400,0.5,1
1573,1561,285,103,,,,1
1573,4497,1,,,,,1
1582,15,50,,,,,1
1582,1561,285,103,,,,1
1582,4449,30,,,,,1
1582,4497,2,,,,,1
1583,15,40,2151,,,,1
1583,471,50,5,,,,1
1583,1561,285,103,,,,1
1583,3812,100,3785,,,,1
1583,4449,30,,,,,1
1583,4497,2,,,,,1
1584,1122,100,1655,,,,1
1584,1561,285,103,,,,1
1584,4446,17,,5,,1,1
1584,4497,2,,,,,1
1585,1561,285,103,,,,1
1585,3785,30,3015,,,,1
1585,3823,30,3015,,,,1
1585,4449,30,,,,,1
1585,4497,1,,,,,1
1586,15,40,2151,,,,1
1586,471,50,5,,,,1
1586,1561,285,103,,,,1
1586,3812,100,3785,,,,1
1586,4388,30,,,,,1
1586,4497,2,,,,,1
1588,15,40,2151,,,,1
1588,1561,285,103,,,,1
1588,3812,100,3776,,,,1
1588,4449,30,,,,,1
1588,4497,2,,,,,1
1589,25,50,2151,,,,1
1589,471,50,5,,,,1
1589,1561,285,103,,,,1
1589,3812,100,3776,,,,1
1589,3825,15,3015,,,,1
1589,4388,30,,,,,1
1589,4497,2,,,,,1
1590,1561,342,103,,,,1
1590,3676,600,3752,,,,1
1590,3820,210,3460,,,,1
1590,3823,20,3006,,,,1
1590,3837,120,3776,,,,1
1590,3839,120,3776,,,,1
1590,4449,55,,,,,1
1590,4497,7,,,,,1
1591,1561,342,103,,,,1
1591,3663,600,3751,,,,1
1591,3820,210,3460,,,,1
1591,3837,120,3776,,,,1
1591,3839,120,3776,,,,1
1591,4443,55,,,,,1
1591,4497,7,,,,,1
1594,1561,342,103,,,,1
1594,3676,600,3752,,,,1
1594,3820,210,3460,,,,1
1594,3823,20,3006,,,,1
1594,3837,120,3776,,,,1
1594,3839,120,3776,,,,1
1594,4497,7.099999904632568,,,,,1
1595,1561,342,103,,,,1
1595,3676,600,3752,,,,1
1595,3820,210,3460,,,,1
1595,3823,20,3006,,,,1
1595,3837,120,3776,,,,1
1595,3839,120,3776,,,,1
1595,4446,55,,,,,1
1595,4497,5,,,400,1,1
1598,1574,114,101,,,,1
1598,3143,5,270,,,,1
1598,4501,120,,,,,1
1598,4670,100,,,902,1,1
1600,1574,114,101,,,,1
1600,3143,5,270,,,,1
1600,4501,120,,,,,1
1603,1564,228,,,,,1
1603,4468,30,,,,,1
1603,4497,1,,,,,1
1604,1564,228,,,,,1
1604,4237,165,,,700,1,1
1604,4497,2,,,,,1
1606,1605,480,,,,,1
1606,3143,50,,,,,1
1606,3823,15,,,,,1
1606,4497,1,,,,,1
1608,1605,350,,,,,1
1608,3716,100,,,,,1
1608,4443,20,,,,,1
1608,4497,1,,,,,1
1608,4949,100,,,,,1
1610,1615,350,,,,,1
1610,3716,100,,,,,1
1610,3820,106,3456,,,,1
1610,4446,20,,,700,1,1
1610,4497,3,,,,,1
1610,4949,100,,,,,1
1611,1605,350,,,,,1
1611,3716,100,,,,,1
1611,4446,20,,,,,1
1611,4497,1,,,,,1
1611,4949,100,,,,,1
1612,1605,350,,,,,1
1612,3626,124,3456,,,,1
1612,3820,117,3456,,,,1
1612,4497,1,,,700,1,1
1613,1605,350,,,,,1
1613,3716,100,,,,,1
1613,3798,6,3460,,,,1
1613,3820,57,3460,,,,1
1613,3839,109,3776,,,,1
1613,4449,20,,,,,1
1613,4497,1,,,,,1
1613,4949,100,,,,,1
1616,1629,500,,,,,1
1616,3143,25,,,,,1
1616,3798,9,,,,,1
1616,4443,20,,,,,1
1616,4497,3,,,,,1
1620,1629,500,,,,,1
1620,3143,25,,,,,1
1620,3798,6,,,,,1
1620,3823,25,,,,,1
1620,4497,3,,,,,1
1623,1617,500,3776,,,1,1
1623,3785,10,3006,,,,1
1623,3798,6,3456,,,,1
1623,3820,57,3456,,,,1
1623,3825,10,3006,,,,1
1623,4443,20,,,,,1
1623,4497,3,,,,,1
1636,1720,50,,,,,1
1636,3820,117,3465,,,,1
1636,3988,100,,,,,1
1636,4446,10,,,700,1,1
1636,4497,2,,,,,1
1636,4949,180,,,,,1
1638,1720,164,,,,,1
1638,4497,3,,,,,1
1638,4949,420,,,,,1
1640,1653,420,,,,,1
1640,1898,210,,,700,1,1
1640,3143,100,,,,,1
1640,3798,3,,,,,1
1640,4443,10,,,,,1
1640,4497,1,,,,,1
1640,4949,100,,,,,1
1646,1653,62.5,,,700,62.5,0
1646,1898,15.5,,,700,15.5,0
1646,4449,1,,,700,1,0
1646,4497,0.300000011920929,,,700,0.300000011920929,0
